file_id,class_id,source_dataset,source_group_id,merged_group_id,split
desed_alarm_bell_1931680c,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_198a13ac,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_1a188021,alarm_bell,desed_soundbank,freesound_259537,freesound_259537,foreground_bank_train
desed_alarm_bell_1b0d3a4d,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_1d312407,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_20191b46,alarm_bell,desed_soundbank,freesound_255193,freesound_255193,foreground_bank_train
desed_alarm_bell_20245f39,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_207ac269,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_212036cc,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_21bea9cc,alarm_bell,desed_soundbank,freesound_400695,freesound_400695,foreground_bank_train
desed_alarm_bell_22000d5c,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_248cb8a7,alarm_bell,desed_soundbank,freesound_141287,freesound_141287,foreground_bank_train
desed_alarm_bell_26315eee,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_279220b2,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_2888c09d,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_2c424415,alarm_bell,desed_soundbank,freesound_34853,freesound_13613,foreground_bank_train
desed_alarm_bell_2f675ca9,alarm_bell,desed_soundbank,freesound_87151,freesound_87151,foreground_bank_train
desed_alarm_bell_313321fb,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_3134eda0,alarm_bell,desed_soundbank,freesound_275629,freesound_275629,foreground_bank_train
desed_alarm_bell_319b8e25,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_3530a9cb,alarm_bell,desed_soundbank,freesound_13613,freesound_13613,foreground_bank_train
desed_alarm_bell_355fa571,alarm_bell,desed_soundbank,freesound_196838,freesound_196838,foreground_bank_train
desed_alarm_bell_36e46582,alarm_bell,desed_soundbank,freesound_189332,freesound_189332,foreground_bank_train
desed_alarm_bell_3747d982,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_3787c6c4,alarm_bell,desed_soundbank,freesound_34853,freesound_13613,foreground_bank_train
desed_alarm_bell_37a1f4a3,alarm_bell,desed_soundbank,freesound_189332,freesound_189332,foreground_bank_train
desed_alarm_bell_38ceec78,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_39790714,alarm_bell,desed_soundbank,freesound_259537,freesound_259537,foreground_bank_train
desed_alarm_bell_399b7f76,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_39aad88b,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_3ab4ee0b,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_3c701262,alarm_bell,desed_soundbank,freesound_88021,freesound_88021,foreground_bank_train
desed_alarm_bell_3d9c81a5,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_3f9d5aa3,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_4028a3da,alarm_bell,desed_soundbank,freesound_209536,freesound_209536,foreground_bank_train
desed_alarm_bell_4048080c,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_42a59b74,alarm_bell,desed_soundbank,freesound_189332,freesound_189332,foreground_bank_train
desed_alarm_bell_42ad3bf9,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_42f68488,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_47161f23,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_475854b8,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_49d0ae15,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_4a8f8fe2,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_4acef7b3,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_4c60bea6,alarm_bell,desed_soundbank,freesound_131641,freesound_131641,foreground_bank_train
desed_alarm_bell_4dcf1840,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_4f72d71e,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_53935871,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_5620a7d9,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_56a3938e,alarm_bell,desed_soundbank,freesound_255193,freesound_255193,foreground_bank_train
desed_alarm_bell_56bca464,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_5789beb0,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_589d76f9,alarm_bell,desed_soundbank,freesound_424946,freesound_424946,foreground_bank_train
desed_alarm_bell_58e96ac2,alarm_bell,desed_soundbank,freesound_41629,freesound_41629,foreground_bank_train
desed_alarm_bell_5b9ce681,alarm_bell,desed_soundbank,freesound_275565,freesound_275565,foreground_bank_train
desed_alarm_bell_5b9e6bd8,alarm_bell,desed_soundbank,freesound_196838,freesound_196838,foreground_bank_train
desed_alarm_bell_5d6ca0a1,alarm_bell,desed_soundbank,freesound_162851,freesound_162851,foreground_bank_train
desed_alarm_bell_5dbbdf69,alarm_bell,desed_soundbank,freesound_196838,freesound_196838,foreground_bank_train
desed_alarm_bell_60367f06,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_6157608c,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_61becda7,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_6261dc0a,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_62ed06e7,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_630dc66f,alarm_bell,desed_soundbank,freesound_418898,freesound_418898,foreground_bank_train
desed_alarm_bell_66037bb2,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_66c738d5,alarm_bell,desed_soundbank,freesound_255193,freesound_255193,foreground_bank_train
desed_alarm_bell_6b98ee0b,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_6d17d863,alarm_bell,desed_soundbank,freesound_189332,freesound_189332,foreground_bank_train
desed_alarm_bell_6e8803ee,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_7010b150,alarm_bell,desed_soundbank,freesound_34853,freesound_13613,foreground_bank_train
desed_alarm_bell_701b77fd,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_70f81d45,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_727cfab7,alarm_bell,desed_soundbank,freesound_162851,freesound_162851,foreground_bank_train
desed_alarm_bell_744e48bf,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_74935f8d,alarm_bell,desed_soundbank,freesound_411517,freesound_411517,foreground_bank_train
desed_alarm_bell_7552527e,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_75735c8c,alarm_bell,desed_soundbank,freesound_255193,freesound_255193,foreground_bank_train
desed_alarm_bell_77ea9d95,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_7866e774,alarm_bell,desed_soundbank,freesound_79633,freesound_79633,foreground_bank_train
desed_alarm_bell_7aaad03d,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_7b54a1ea,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_7bbe1dda,alarm_bell,desed_soundbank,freesound_255193,freesound_255193,foreground_bank_train
desed_alarm_bell_7e5012d0,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_7ece994a,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_7f3fcf5e,alarm_bell,desed_soundbank,freesound_275072,freesound_275072,foreground_bank_train
desed_alarm_bell_8071cb1b,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_812da415,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_8b2a67c7,alarm_bell,desed_soundbank,freesound_81061,freesound_81061,foreground_bank_train
desed_alarm_bell_8c2f0ef9,alarm_bell,desed_soundbank,freesound_275069,freesound_275069,foreground_bank_train
desed_alarm_bell_90839037,alarm_bell,desed_soundbank,freesound_258175,freesound_258175,foreground_bank_train
desed_alarm_bell_91467225,alarm_bell,desed_soundbank,freesound_162851,freesound_162851,foreground_bank_train
desed_alarm_bell_91cde4de,alarm_bell,desed_soundbank,freesound_196838,freesound_196838,foreground_bank_train
desed_alarm_bell_934d5d28,alarm_bell,desed_soundbank,freesound_418898,freesound_418898,foreground_bank_train
desed_alarm_bell_9548a650,alarm_bell,desed_soundbank,freesound_196838,freesound_196838,foreground_bank_train
desed_alarm_bell_9798d0e0,alarm_bell,desed_soundbank,freesound_275071,freesound_275071,foreground_bank_train
desed_alarm_bell_984c7d8f,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_99539dab,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_9c98ff1f,alarm_bell,desed_soundbank,freesound_69185,freesound_69185,foreground_bank_train
desed_alarm_bell_9ca1a188,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_9ce1c5d8,alarm_bell,desed_soundbank,freesound_424946,freesound_424946,foreground_bank_train
desed_alarm_bell_9dc444f3,alarm_bell,desed_soundbank,freesound_259537,freesound_259537,foreground_bank_train
desed_alarm_bell_9e2f9d5e,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_9fabdd47,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_a00f28b7,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_a2084b19,alarm_bell,desed_soundbank,freesound_189332,freesound_189332,foreground_bank_train
desed_alarm_bell_a8946f3c,alarm_bell,desed_soundbank,freesound_418898,freesound_418898,foreground_bank_train
desed_alarm_bell_aa831035,alarm_bell,desed_soundbank,freesound_418898,freesound_418898,foreground_bank_train
desed_alarm_bell_ad217d82,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_ae315091,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_af29effd,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_af5c4ba2,alarm_bell,desed_soundbank,freesound_275070,freesound_275070,foreground_bank_train
desed_alarm_bell_b5321f49,alarm_bell,desed_soundbank,freesound_162851,freesound_162851,foreground_bank_train
desed_alarm_bell_b6ab58a8,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_b8348a60,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_b865d300,alarm_bell,desed_soundbank,freesound_34853,freesound_13613,foreground_bank_train
desed_alarm_bell_b8915b16,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_b92ce32e,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_b9bc75ff,alarm_bell,desed_soundbank,freesound_192761,freesound_192761,foreground_bank_train
desed_alarm_bell_b9d2412a,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_bab1f161,alarm_bell,desed_soundbank,freesound_34853,freesound_13613,foreground_bank_train
desed_alarm_bell_bb2f50f9,alarm_bell,desed_soundbank,freesound_34853,freesound_13613,foreground_bank_train
desed_alarm_bell_bd44db60,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_be8ba650,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_bee584ac,alarm_bell,desed_soundbank,freesound_189332,freesound_189332,foreground_bank_train
desed_alarm_bell_bf572b6d,alarm_bell,desed_soundbank,freesound_212128,freesound_212128,foreground_bank_train
desed_alarm_bell_bfa154e7,alarm_bell,desed_soundbank,freesound_34853,freesound_13613,foreground_bank_train
desed_alarm_bell_c02541d9,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_c1383453,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_c1e32f27,alarm_bell,desed_soundbank,freesound_164036,freesound_164036,foreground_bank_train
desed_alarm_bell_c23378b2,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_c2837498,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_c47ac082,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_c50cab9f,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_c7140117,alarm_bell,desed_soundbank,freesound_196838,freesound_196838,foreground_bank_train
desed_alarm_bell_c9541d57,alarm_bell,desed_soundbank,freesound_268823,freesound_268823,foreground_bank_train
desed_alarm_bell_c9677274,alarm_bell,desed_soundbank,freesound_249303,freesound_249303,foreground_bank_train
desed_alarm_bell_cc754470,alarm_bell,desed_soundbank,freesound_424946,freesound_424946,foreground_bank_train
desed_alarm_bell_ccdb132e,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_cdf977e0,alarm_bell,desed_soundbank,freesound_69385,freesound_69385,foreground_bank_train
desed_alarm_bell_d02f950a,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_d09bd9f7,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_d258794f,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_d42d9967,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_d4ae5400,alarm_bell,desed_soundbank,freesound_13613,freesound_13613,foreground_bank_train
desed_alarm_bell_d6c819cd,alarm_bell,desed_soundbank,freesound_131641,freesound_131641,foreground_bank_train
desed_alarm_bell_d7595079,alarm_bell,desed_soundbank,freesound_13613,freesound_13613,foreground_bank_train
desed_alarm_bell_d7f40860,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_d8aabdb7,alarm_bell,desed_soundbank,freesound_249303,freesound_249303,foreground_bank_train
desed_alarm_bell_dd2eafd1,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_e2bfb294,alarm_bell,desed_soundbank,freesound_13613,freesound_13613,foreground_bank_train
desed_alarm_bell_e3014586,alarm_bell,desed_soundbank,freesound_264106,freesound_264106,foreground_bank_train
desed_alarm_bell_e3e31aaa,alarm_bell,desed_soundbank,freesound_418898,freesound_418898,foreground_bank_train
desed_alarm_bell_e4b69fbb,alarm_bell,desed_soundbank,freesound_259537,freesound_259537,foreground_bank_train
desed_alarm_bell_e545d797,alarm_bell,desed_soundbank,freesound_189332,freesound_189332,foreground_bank_train
desed_alarm_bell_e557f032,alarm_bell,desed_soundbank,freesound_255193,freesound_255193,foreground_bank_train
desed_alarm_bell_e5e328c5,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_e639f795,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_e7076506,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_e8c622e7,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_e9fb2edf,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_eaf6d8c7,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_ebf46738,alarm_bell,desed_soundbank,freesound_255193,freesound_255193,foreground_bank_train
desed_alarm_bell_ede6dc6b,alarm_bell,desed_soundbank,freesound_418898,freesound_418898,foreground_bank_train
desed_alarm_bell_ee047905,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_ee8c0dc7,alarm_bell,desed_soundbank,freesound_151242,freesound_151242,foreground_bank_train
desed_alarm_bell_eec10006,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_f2b3fc34,alarm_bell,desed_soundbank,freesound_233645,freesound_233645,foreground_bank_train
desed_alarm_bell_f4af2a9c,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_f6ec9dfc,alarm_bell,desed_soundbank,freesound_275566,freesound_275566,foreground_bank_train
desed_alarm_bell_f72a8416,alarm_bell,desed_soundbank,freesound_382236,freesound_382236,foreground_bank_train
desed_alarm_bell_f815d53a,alarm_bell,desed_soundbank,freesound_196368,freesound_196368,foreground_bank_train
desed_alarm_bell_f95c30bf,alarm_bell,desed_soundbank,freesound_255194,freesound_255194,foreground_bank_train
desed_alarm_bell_f9bde753,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
desed_alarm_bell_fb89116a,alarm_bell,desed_soundbank,freesound_13613,freesound_13613,foreground_bank_train
desed_alarm_bell_fc42e9a7,alarm_bell,desed_soundbank,freesound_329896,freesound_329896,foreground_bank_train
desed_alarm_bell_fe313670,alarm_bell,desed_soundbank,freesound_258175,freesound_258175,foreground_bank_train
desed_alarm_bell_ffb90bce,alarm_bell,desed_soundbank,freesound_411517,freesound_411517,foreground_bank_train
desed_alarm_bell_ffbbde52,alarm_bell,desed_soundbank,freesound_72558,freesound_72558,foreground_bank_train
esc50_alarm_bell_0f0e831a,alarm_bell,esc50,freesound_140034,freesound_140034,foreground_bank_train
esc50_alarm_bell_0f99cf9a,alarm_bell,esc50,freesound_234247,freesound_234247,foreground_bank_train
esc50_alarm_bell_119c2783,alarm_bell,esc50,freesound_74517,freesound_74517,foreground_bank_train
esc50_alarm_bell_1583d0be,alarm_bell,esc50,freesound_56926,freesound_56926,foreground_bank_train
esc50_alarm_bell_1b78f0e6,alarm_bell,esc50,freesound_169508,freesound_169508,foreground_bank_train
esc50_alarm_bell_1c5a500b,alarm_bell,esc50,freesound_219242,freesound_219242,foreground_bank_train
esc50_alarm_bell_1ccb7137,alarm_bell,esc50,freesound_147657,freesound_147657,foreground_bank_train
esc50_alarm_bell_21679508,alarm_bell,esc50,freesound_219242,freesound_219242,foreground_bank_train
esc50_alarm_bell_218a6463,alarm_bell,esc50,freesound_233645,freesound_233645,foreground_bank_train
esc50_alarm_bell_220c3d12,alarm_bell,esc50,freesound_14262,freesound_14262,foreground_bank_train
esc50_alarm_bell_2212340e,alarm_bell,esc50,freesound_22804,freesound_22804,foreground_bank_train
esc50_alarm_bell_2d2ae224,alarm_bell,esc50,freesound_204684,freesound_204684,foreground_bank_train
esc50_alarm_bell_2e28b25e,alarm_bell,esc50,freesound_13613,freesound_13613,foreground_bank_train
esc50_alarm_bell_3b2f085b,alarm_bell,esc50,freesound_104475,freesound_104475,foreground_bank_train
esc50_alarm_bell_403a522c,alarm_bell,esc50,freesound_117793,freesound_117793,foreground_bank_train
esc50_alarm_bell_44316710,alarm_bell,esc50,freesound_201172,freesound_201172,foreground_bank_train
esc50_alarm_bell_45473028,alarm_bell,esc50,freesound_21421,freesound_21421,foreground_bank_train
esc50_alarm_bell_48e8337f,alarm_bell,esc50,freesound_96890,freesound_96890,foreground_bank_train
esc50_alarm_bell_49223fa4,alarm_bell,esc50,freesound_198841,freesound_198841,foreground_bank_train
esc50_alarm_bell_495ea115,alarm_bell,esc50,freesound_61618,freesound_61618,foreground_bank_train
esc50_alarm_bell_5822815c,alarm_bell,esc50,freesound_223176,freesound_223176,foreground_bank_train
esc50_alarm_bell_5e790539,alarm_bell,esc50,freesound_78562,freesound_78562,foreground_bank_train
esc50_alarm_bell_796a0d89,alarm_bell,esc50,freesound_125825,freesound_125825,foreground_bank_train
esc50_alarm_bell_7b8aad41,alarm_bell,esc50,freesound_197988,freesound_197988,foreground_bank_train
esc50_alarm_bell_7dbc0346,alarm_bell,esc50,freesound_219044,freesound_219044,foreground_bank_train
esc50_alarm_bell_81ff3870,alarm_bell,esc50,freesound_59566,freesound_59566,foreground_bank_train
esc50_alarm_bell_82212458,alarm_bell,esc50,freesound_132340,freesound_132340,foreground_bank_train
esc50_alarm_bell_87c0ead3,alarm_bell,esc50,freesound_34853,freesound_13613,foreground_bank_train
esc50_alarm_bell_892a04fe,alarm_bell,esc50,freesound_189332,freesound_189332,foreground_bank_train
esc50_alarm_bell_8b402796,alarm_bell,esc50,freesound_78381,freesound_78381,foreground_bank_train
esc50_alarm_bell_8dbf786d,alarm_bell,esc50,freesound_147658,freesound_147658,foreground_bank_train
esc50_alarm_bell_8f8f7c9c,alarm_bell,esc50,freesound_198373,freesound_198373,foreground_bank_train
esc50_alarm_bell_92baf64d,alarm_bell,esc50,freesound_13571,freesound_13571,foreground_bank_train
esc50_alarm_bell_93064c31,alarm_bell,esc50,freesound_117883,freesound_117883,foreground_bank_train
esc50_alarm_bell_973df7c6,alarm_bell,esc50,freesound_98193,freesound_98193,foreground_bank_train
esc50_alarm_bell_9a8b1499,alarm_bell,esc50,freesound_57191,freesound_57191,foreground_bank_train
esc50_alarm_bell_9e45012b,alarm_bell,esc50,freesound_120526,freesound_120526,foreground_bank_train
esc50_alarm_bell_a0664359,alarm_bell,esc50,freesound_54747,freesound_54747,foreground_bank_train
esc50_alarm_bell_a6b64ebb,alarm_bell,esc50,freesound_87936,freesound_87936,foreground_bank_train
esc50_alarm_bell_ae91dd8b,alarm_bell,esc50,freesound_111102,freesound_111102,foreground_bank_train
esc50_alarm_bell_af64f859,alarm_bell,esc50,freesound_139109,freesound_139109,foreground_bank_train
esc50_alarm_bell_b13da802,alarm_bell,esc50,freesound_98869,freesound_98869,foreground_bank_train
esc50_alarm_bell_b6d260c3,alarm_bell,esc50,freesound_172366,freesound_172366,foreground_bank_train
esc50_alarm_bell_b863f411,alarm_bell,esc50,freesound_139958,freesound_139958,foreground_bank_train
esc50_alarm_bell_b8b67daf,alarm_bell,esc50,freesound_209698,freesound_209698,foreground_bank_train
esc50_alarm_bell_bb41577f,alarm_bell,esc50,freesound_120526,freesound_120526,foreground_bank_train
esc50_alarm_bell_be37da47,alarm_bell,esc50,freesound_201170,freesound_201170,foreground_bank_train
esc50_alarm_bell_c08a0615,alarm_bell,esc50,freesound_210612,freesound_210612,foreground_bank_train
esc50_alarm_bell_c1d8172c,alarm_bell,esc50,freesound_117116,freesound_117116,foreground_bank_train
esc50_alarm_bell_c2605d58,alarm_bell,esc50,freesound_156827,freesound_156827,foreground_bank_train
esc50_alarm_bell_c592d9af,alarm_bell,esc50,freesound_59565,freesound_59565,foreground_bank_train
esc50_alarm_bell_c6a19ee5,alarm_bell,esc50,freesound_122110,freesound_122110,foreground_bank_train
esc50_alarm_bell_c6a4d689,alarm_bell,esc50,freesound_125825,freesound_125825,foreground_bank_train
esc50_alarm_bell_c78db93c,alarm_bell,esc50,freesound_211408,freesound_211408,foreground_bank_train
esc50_alarm_bell_c7d05248,alarm_bell,esc50,freesound_209536,freesound_209536,foreground_bank_train
esc50_alarm_bell_cb564046,alarm_bell,esc50,freesound_204741,freesound_204741,foreground_bank_train
esc50_alarm_bell_cf3361dd,alarm_bell,esc50,freesound_179294,freesound_179294,foreground_bank_train
esc50_alarm_bell_d2232652,alarm_bell,esc50,freesound_96063,freesound_96063,foreground_bank_train
esc50_alarm_bell_d4bf2130,alarm_bell,esc50,freesound_72195,freesound_72195,foreground_bank_train
esc50_alarm_bell_d8761cb9,alarm_bell,esc50,freesound_111102,freesound_111102,foreground_bank_train
esc50_alarm_bell_da6a7b9e,alarm_bell,esc50,freesound_48298,freesound_48298,foreground_bank_train
esc50_alarm_bell_db92bfce,alarm_bell,esc50,freesound_188716,freesound_188716,foreground_bank_train
esc50_alarm_bell_e00a8c06,alarm_bell,esc50,freesound_67033,freesound_67033,foreground_bank_train
esc50_alarm_bell_e071e9a3,alarm_bell,esc50,freesound_77347,freesound_77347,foreground_bank_train
