file_id,area_type,source_dataset,source_id,source_group_id,path_raw,duration,worst_class,worst_prob,verdict
bg_factory_urbansound8k_01541,factory,urbansound8k,132016-7-0-4.wav,freesound_132016,data/raw/urbansound8k/UrbanSound8K/audio/fold4/132016-7-0-4.wav,4.0,explosion,0.0043,clean
bg_factory_urbansound8k_01542,factory,urbansound8k,132016-7-0-5.wav,freesound_132016,data/raw/urbansound8k/UrbanSound8K/audio/fold4/132016-7-0-5.wav,4.0,explosion,0.006,clean
bg_factory_urbansound8k_01543,factory,urbansound8k,132016-7-0-6.wav,freesound_132016,data/raw/urbansound8k/UrbanSound8K/audio/fold4/132016-7-0-6.wav,4.0,running_footsteps,0.0032,clean
bg_factory_urbansound8k_01544,factory,urbansound8k,132016-7-0-7.wav,freesound_132016,data/raw/urbansound8k/UrbanSound8K/audio/fold4/132016-7-0-7.wav,4.0,running_footsteps,0.012,clean
bg_factory_urbansound8k_01545,factory,urbansound8k,132016-7-0-8.wav,freesound_132016,data/raw/urbansound8k/UrbanSound8K/audio/fold4/132016-7-0-8.wav,4.0,running_footsteps,0.0125,clean
bg_factory_urbansound8k_01546,factory,urbansound8k,132021-7-0-0.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-0.wav,4.0,running_footsteps,0.0064,clean
bg_factory_urbansound8k_01547,factory,urbansound8k,132021-7-0-1.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-1.wav,4.0,running_footsteps,0.0035,clean
bg_factory_urbansound8k_01548,factory,urbansound8k,132021-7-0-10.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-10.wav,4.0,running_footsteps,0.0081,clean
bg_factory_urbansound8k_01549,factory,urbansound8k,132021-7-0-11.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-11.wav,4.0,running_footsteps,0.0086,clean
bg_factory_urbansound8k_01550,factory,urbansound8k,132021-7-0-12.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-12.wav,4.0,running_footsteps,0.0085,clean
bg_factory_urbansound8k_01551,factory,urbansound8k,132021-7-0-2.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-2.wav,4.0,running_footsteps,0.0027,clean
bg_factory_urbansound8k_01552,factory,urbansound8k,132021-7-0-3.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-3.wav,4.0,running_footsteps,0.0034,clean
bg_factory_urbansound8k_01553,factory,urbansound8k,132021-7-0-4.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-4.wav,4.0,running_footsteps,0.0047,clean
bg_factory_urbansound8k_01554,factory,urbansound8k,132021-7-0-5.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-5.wav,4.0,explosion,0.0044,clean
bg_factory_urbansound8k_01555,factory,urbansound8k,132021-7-0-6.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-6.wav,4.0,running_footsteps,0.0086,clean
bg_factory_urbansound8k_01556,factory,urbansound8k,132021-7-0-7.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-7.wav,4.0,running_footsteps,0.0162,clean
bg_factory_urbansound8k_01557,factory,urbansound8k,132021-7-0-8.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-8.wav,4.0,running_footsteps,0.0217,clean
bg_factory_urbansound8k_01558,factory,urbansound8k,132021-7-0-9.wav,freesound_132021,data/raw/urbansound8k/UrbanSound8K/audio/fold6/132021-7-0-9.wav,4.0,running_footsteps,0.0104,clean
bg_factory_urbansound8k_01614,factory,urbansound8k,148463-7-2-0.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-2-0.wav,4.0,siren,0.021,clean
bg_factory_urbansound8k_01615,factory,urbansound8k,148463-7-2-1.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-2-1.wav,4.0,siren,0.0147,clean
bg_factory_urbansound8k_01616,factory,urbansound8k,148463-7-2-2.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-2-2.wav,4.0,siren,0.0093,clean
bg_factory_urbansound8k_01617,factory,urbansound8k,148463-7-3-0.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-0.wav,4.0,alarm_bell,0.0193,clean
bg_factory_urbansound8k_01618,factory,urbansound8k,148463-7-3-1.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-1.wav,4.0,glass_breaking,0.0059,clean
bg_factory_urbansound8k_01619,factory,urbansound8k,148463-7-3-10.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-10.wav,4.0,siren,0.0115,clean
bg_factory_urbansound8k_01620,factory,urbansound8k,148463-7-3-2.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-2.wav,4.0,door_slam,0.0032,clean
bg_factory_urbansound8k_01621,factory,urbansound8k,148463-7-3-3.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-3.wav,4.0,siren,0.0031,clean
bg_factory_urbansound8k_01622,factory,urbansound8k,148463-7-3-4.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-4.wav,4.0,siren,0.0134,clean
bg_factory_urbansound8k_01623,factory,urbansound8k,148463-7-3-5.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-5.wav,4.0,siren,0.0169,clean
bg_factory_urbansound8k_01624,factory,urbansound8k,148463-7-3-6.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-6.wav,4.0,glass_breaking,0.0056,clean
bg_factory_urbansound8k_01625,factory,urbansound8k,148463-7-3-7.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-7.wav,4.0,siren,0.0083,clean
bg_factory_urbansound8k_01626,factory,urbansound8k,148463-7-3-8.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-8.wav,4.0,siren,0.0053,clean
bg_factory_urbansound8k_01627,factory,urbansound8k,148463-7-3-9.wav,freesound_148463,data/raw/urbansound8k/UrbanSound8K/audio/fold4/148463-7-3-9.wav,4.0,siren,0.0149,clean
bg_factory_urbansound8k_01676,factory,urbansound8k,156362-4-0-0.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-0-0.wav,4.0,alarm_bell,0.0024,clean
bg_factory_urbansound8k_01677,factory,urbansound8k,156362-4-0-1.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-0-1.wav,4.0,glass_breaking,0.004,clean
bg_factory_urbansound8k_01678,factory,urbansound8k,156362-4-0-2.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-0-2.wav,4.0,alarm_bell,0.0065,clean
bg_factory_urbansound8k_01679,factory,urbansound8k,156362-4-0-3.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-0-3.wav,4.0,glass_breaking,0.0059,clean
bg_factory_urbansound8k_01680,factory,urbansound8k,156362-4-1-0.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-1-0.wav,1.99,running_footsteps,0.0022,clean
bg_factory_urbansound8k_01681,factory,urbansound8k,156362-4-2-0.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-2-0.wav,4.0,door_slam,0.0155,clean
bg_factory_urbansound8k_01682,factory,urbansound8k,156362-4-2-1.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-2-1.wav,4.0,alarm_bell,0.0212,clean
bg_factory_urbansound8k_01683,factory,urbansound8k,156362-4-3-0.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-0.wav,4.0,siren,0.0738,clean
bg_factory_urbansound8k_01684,factory,urbansound8k,156362-4-3-1.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-1.wav,4.0,siren,0.0036,clean
bg_factory_urbansound8k_01685,factory,urbansound8k,156362-4-3-2.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-2.wav,4.0,siren,0.0045,clean
bg_factory_urbansound8k_01686,factory,urbansound8k,156362-4-3-3.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-3.wav,4.0,siren,0.0054,clean
bg_factory_urbansound8k_01687,factory,urbansound8k,156362-4-3-4.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-4.wav,4.0,glass_breaking,0.0053,clean
bg_factory_urbansound8k_01688,factory,urbansound8k,156362-4-3-5.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-5.wav,4.0,siren,0.0194,clean
bg_factory_urbansound8k_01689,factory,urbansound8k,156362-4-3-6.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-6.wav,4.0,siren,0.0234,clean
bg_factory_urbansound8k_01690,factory,urbansound8k,156362-4-3-7.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-7.wav,4.0,door_slam,0.0305,clean
bg_factory_urbansound8k_01691,factory,urbansound8k,156362-4-3-8.wav,freesound_156362,data/raw/urbansound8k/UrbanSound8K/audio/fold4/156362-4-3-8.wav,4.0,door_slam,0.0332,clean
bg_factory_urbansound8k_01692,factory,urbansound8k,156893-7-0-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-0-0.wav,1.255,gunshot,0.0408,clean
bg_factory_urbansound8k_01693,factory,urbansound8k,156893-7-1-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-1-0.wav,1.227,gunshot,0.0421,clean
bg_factory_urbansound8k_01694,factory,urbansound8k,156893-7-10-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-10-0.wav,0.558,gunshot,0.0048,clean
bg_factory_urbansound8k_01695,factory,urbansound8k,156893-7-11-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-11-0.wav,2.817,gunshot,0.0302,clean
bg_factory_urbansound8k_01696,factory,urbansound8k,156893-7-2-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-2-0.wav,1.116,gunshot,0.0602,clean
bg_factory_urbansound8k_01697,factory,urbansound8k,156893-7-3-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-3-0.wav,1.53,gunshot,0.1077,clean
bg_factory_urbansound8k_01698,factory,urbansound8k,156893-7-4-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-4-0.wav,1.06,gunshot,0.0489,clean
bg_factory_urbansound8k_01699,factory,urbansound8k,156893-7-5-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-5-0.wav,1.757,gunshot,0.0343,clean
bg_factory_urbansound8k_01700,factory,urbansound8k,156893-7-6-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-6-0.wav,1.28,gunshot,0.1645,flagged
bg_factory_urbansound8k_01701,factory,urbansound8k,156893-7-7-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-7-0.wav,2.566,gunshot,0.0504,clean
bg_factory_urbansound8k_01702,factory,urbansound8k,156893-7-8-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-8-0.wav,1.06,gunshot,0.0777,clean
bg_factory_urbansound8k_01703,factory,urbansound8k,156893-7-9-0.wav,freesound_156893,data/raw/urbansound8k/UrbanSound8K/audio/fold2/156893-7-9-0.wav,1.17,gunshot,0.0627,clean
bg_factory_urbansound8k_01772,factory,urbansound8k,165775-7-0-0.wav,freesound_165775,data/raw/urbansound8k/UrbanSound8K/audio/fold2/165775-7-0-0.wav,0.537,vehicle_crash,0.0009,clean
bg_factory_urbansound8k_01773,factory,urbansound8k,165775-7-1-0.wav,freesound_165775,data/raw/urbansound8k/UrbanSound8K/audio/fold2/165775-7-1-0.wav,0.39,door_slam,0.0018,clean
bg_factory_urbansound8k_01814,factory,urbansound8k,169098-7-0-0.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-0.wav,4.0,glass_breaking,0.0124,clean
bg_factory_urbansound8k_01815,factory,urbansound8k,169098-7-0-1.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-1.wav,4.0,glass_breaking,0.0127,clean
bg_factory_urbansound8k_01816,factory,urbansound8k,169098-7-0-2.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-2.wav,4.0,explosion,0.009,clean
bg_factory_urbansound8k_01817,factory,urbansound8k,169098-7-0-3.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-3.wav,4.0,running_footsteps,0.0103,clean
bg_factory_urbansound8k_01818,factory,urbansound8k,169098-7-0-4.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-4.wav,4.0,running_footsteps,0.0081,clean
bg_factory_urbansound8k_01819,factory,urbansound8k,169098-7-0-5.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-5.wav,4.0,running_footsteps,0.0035,clean
bg_factory_urbansound8k_01820,factory,urbansound8k,169098-7-0-6.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-6.wav,4.0,door_slam,0.005,clean
bg_factory_urbansound8k_01821,factory,urbansound8k,169098-7-0-7.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-7.wav,4.0,alarm_bell,0.0044,clean
bg_factory_urbansound8k_01822,factory,urbansound8k,169098-7-0-8.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-8.wav,4.0,glass_breaking,0.0047,clean
bg_factory_urbansound8k_01823,factory,urbansound8k,169098-7-0-9.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-0-9.wav,4.0,door_slam,0.0129,clean
bg_factory_urbansound8k_01824,factory,urbansound8k,169098-7-1-0.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-1-0.wav,4.0,door_slam,0.0099,clean
bg_factory_urbansound8k_01825,factory,urbansound8k,169098-7-2-0.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-2-0.wav,4.0,door_slam,0.0135,clean
bg_factory_urbansound8k_01826,factory,urbansound8k,169098-7-3-0.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-3-0.wav,4.0,door_slam,0.0094,clean
bg_factory_urbansound8k_01827,factory,urbansound8k,169098-7-3-1.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-3-1.wav,4.0,door_slam,0.005,clean
bg_factory_urbansound8k_01828,factory,urbansound8k,169098-7-4-0.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-0.wav,4.0,glass_breaking,0.0037,clean
bg_factory_urbansound8k_01829,factory,urbansound8k,169098-7-4-1.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-1.wav,4.0,door_slam,0.0052,clean
bg_factory_urbansound8k_01830,factory,urbansound8k,169098-7-4-10.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-10.wav,4.0,siren,0.0021,clean
bg_factory_urbansound8k_01831,factory,urbansound8k,169098-7-4-11.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-11.wav,4.0,siren,0.0027,clean
bg_factory_urbansound8k_01832,factory,urbansound8k,169098-7-4-2.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-2.wav,4.0,alarm_bell,0.0055,clean
bg_factory_urbansound8k_01833,factory,urbansound8k,169098-7-4-3.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-3.wav,4.0,alarm_bell,0.0117,clean
bg_factory_urbansound8k_01834,factory,urbansound8k,169098-7-4-4.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-4.wav,4.0,door_slam,0.0079,clean
bg_factory_urbansound8k_01835,factory,urbansound8k,169098-7-4-5.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-5.wav,4.0,door_slam,0.0069,clean
bg_factory_urbansound8k_01836,factory,urbansound8k,169098-7-4-6.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-6.wav,4.0,door_slam,0.0052,clean
bg_factory_urbansound8k_01837,factory,urbansound8k,169098-7-4-7.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-7.wav,4.0,door_slam,0.0053,clean
bg_factory_urbansound8k_01838,factory,urbansound8k,169098-7-4-8.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-8.wav,4.0,glass_breaking,0.0073,clean
bg_factory_urbansound8k_01839,factory,urbansound8k,169098-7-4-9.wav,freesound_169098,data/raw/urbansound8k/UrbanSound8K/audio/fold2/169098-7-4-9.wav,4.0,door_slam,0.0028,clean
bg_factory_urbansound8k_01840,factory,urbansound8k,169466-4-0-12.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-0-12.wav,4.0,vehicle_crash,0.0737,clean
bg_factory_urbansound8k_01841,factory,urbansound8k,169466-4-0-7.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-0-7.wav,4.0,vehicle_crash,0.0226,clean
bg_factory_urbansound8k_01842,factory,urbansound8k,169466-4-0-8.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-0-8.wav,4.0,door_slam,0.0185,clean
bg_factory_urbansound8k_01843,factory,urbansound8k,169466-4-1-3.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-1-3.wav,4.0,door_slam,0.0181,clean
bg_factory_urbansound8k_01844,factory,urbansound8k,169466-4-1-5.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-1-5.wav,4.0,door_slam,0.0609,clean
bg_factory_urbansound8k_01845,factory,urbansound8k,169466-4-1-8.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-1-8.wav,4.0,door_slam,0.0821,clean
bg_factory_urbansound8k_01846,factory,urbansound8k,169466-4-2-17.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-2-17.wav,4.0,vehicle_crash,0.0153,clean
bg_factory_urbansound8k_01847,factory,urbansound8k,169466-4-2-18.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-2-18.wav,4.0,vehicle_crash,0.0338,clean
bg_factory_urbansound8k_01848,factory,urbansound8k,169466-4-2-2.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-2-2.wav,4.0,vehicle_crash,0.016,clean
bg_factory_urbansound8k_01849,factory,urbansound8k,169466-4-2-21.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-2-21.wav,4.0,vehicle_crash,0.0144,clean
bg_factory_urbansound8k_01850,factory,urbansound8k,169466-4-2-4.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-2-4.wav,4.0,door_slam,0.0233,clean
bg_factory_urbansound8k_01851,factory,urbansound8k,169466-4-2-6.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-2-6.wav,4.0,vehicle_crash,0.0151,clean
bg_factory_urbansound8k_01852,factory,urbansound8k,169466-4-2-8.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-2-8.wav,4.0,vehicle_crash,0.0404,clean
bg_factory_urbansound8k_01853,factory,urbansound8k,169466-4-3-1.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-3-1.wav,4.0,door_slam,0.0081,clean
bg_factory_urbansound8k_01854,factory,urbansound8k,169466-4-3-10.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-3-10.wav,4.0,glass_breaking,0.0101,clean
bg_factory_urbansound8k_01855,factory,urbansound8k,169466-4-3-12.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-3-12.wav,4.0,glass_breaking,0.009,clean
bg_factory_urbansound8k_01856,factory,urbansound8k,169466-4-3-14.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-3-14.wav,4.0,vehicle_crash,0.0049,clean
bg_factory_urbansound8k_01857,factory,urbansound8k,169466-4-3-3.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-3-3.wav,4.0,running_footsteps,0.0031,clean
bg_factory_urbansound8k_01858,factory,urbansound8k,169466-4-3-7.wav,freesound_169466,data/raw/urbansound8k/UrbanSound8K/audio/fold4/169466-4-3-7.wav,4.0,door_slam,0.0173,clean
