file_id,area_type,source_group_id,occurrence,so_lat,dai_sec,kieu,giay_lap
bgc_residential_freesound_74677_0,residential,freesound_74677,0,3,10.0,lap_crossfade,2.0
bgc_residential_freesound_75743_0,residential,freesound_75743,0,24,50.0,lien_tuc,0.0
bgc_residential_freesound_79089_0,residential,freesound_79089,0,3,10.0,lap_crossfade,2.0
bgc_residential_freesound_83502_0,residential,freesound_83502,0,14,30.0,lien_tuc,0.0
bgc_school_freesound_104327_0,school,freesound_104327,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_104421_0,school,freesound_104421,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_109703_0,school,freesound_109703,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_129356_0,school,freesound_129356,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_129750_0,school,freesound_129750,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_132855_0,school,freesound_132855,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_135776_0,school,freesound_135776,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_137971_0,school,freesound_137971,0,3,10.0,lap_crossfade,2.0
bgc_school_freesound_143651_0,school,freesound_143651,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_151149_0,school,freesound_151149,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_155219_0,school,freesound_155219,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_155238_0,school,freesound_155238,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_155262_0,school,freesound_155262,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_155263_0,school,freesound_155263,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_155280_0,school,freesound_155280,0,3,10.0,lap_crossfade,2.0
bgc_school_freesound_158593_0,school,freesound_158593,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_158597_0,school,freesound_158597,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_160011_0,school,freesound_160011,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_160016_0,school,freesound_160016,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_161005_0,school,freesound_161005,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_164797_0,school,freesound_164797,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_165067_0,school,freesound_165067,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_165529_0,school,freesound_165529,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_170564_0,school,freesound_170564,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_170564_1,school,freesound_170564,1,2,10.0,lap_crossfade,4.0
bgc_school_freesound_17480_0,school,freesound_17480,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_174906_0,school,freesound_174906,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_193697_0,school,freesound_193697,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_193698_0,school,freesound_193698,0,3,10.0,lap_crossfade,2.0
bgc_school_freesound_193699_0,school,freesound_193699,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_204408_0,school,freesound_204408,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_206037_0,school,freesound_206037,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_207213_0,school,freesound_207213,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_207214_0,school,freesound_207214,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_207216_0,school,freesound_207216,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_27070_0,school,freesound_27070,0,4,10.0,lien_tuc,0.0
bgc_school_freesound_31150_0,school,freesound_31150,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_34056_0,school,freesound_34056,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_46299_0,school,freesound_46299,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_54173_0,school,freesound_54173,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_54914_0,school,freesound_54914,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_58857_0,school,freesound_58857,0,3,10.0,lap_crossfade,2.0
bgc_school_freesound_59037_0,school,freesound_59037,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_59037_1,school,freesound_59037,1,2,10.0,lap_crossfade,4.0
bgc_school_freesound_59037_2,school,freesound_59037,2,1,10.0,lap_crossfade,7.46
bgc_school_freesound_59037_3,school,freesound_59037,3,1,10.0,lap_crossfade,7.27
bgc_school_freesound_59037_4,school,freesound_59037,4,1,10.0,lap_crossfade,6.0
bgc_school_freesound_66619_0,school,freesound_66619,0,3,10.0,lap_crossfade,2.0
bgc_school_freesound_71173_0,school,freesound_71173,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_72015_0,school,freesound_72015,0,6,14.0,lien_tuc,0.0
bgc_school_freesound_76266_0,school,freesound_76266,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_80806_0,school,freesound_80806,0,6,14.0,lien_tuc,0.0
bgc_school_freesound_81787_0,school,freesound_81787,0,2,10.0,lap_crossfade,4.0
bgc_school_freesound_81788_0,school,freesound_81788,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_84143_0,school,freesound_84143,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_84359_0,school,freesound_84359,0,3,10.0,lap_crossfade,2.0
bgc_school_freesound_88569_0,school,freesound_88569,0,1,10.0,lap_crossfade,6.0
bgc_school_freesound_99500_0,school,freesound_99500,0,2,10.0,lap_crossfade,4.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00576,school,tau_airport-barcelona-0,bg_school_tau2019_00576,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00579,school,tau_airport-barcelona-0,bg_school_tau2019_00579,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00580,school,tau_airport-barcelona-0,bg_school_tau2019_00580,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00581,school,tau_airport-barcelona-0,bg_school_tau2019_00581,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00582,school,tau_airport-barcelona-0,bg_school_tau2019_00582,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00583,school,tau_airport-barcelona-0,bg_school_tau2019_00583,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00586,school,tau_airport-barcelona-0,bg_school_tau2019_00586,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00588,school,tau_airport-barcelona-0,bg_school_tau2019_00588,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00589,school,tau_airport-barcelona-0,bg_school_tau2019_00589,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00590,school,tau_airport-barcelona-0,bg_school_tau2019_00590,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-0_bg_school_tau2019_00591,school,tau_airport-barcelona-0,bg_school_tau2019_00591,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00592,school,tau_airport-barcelona-1,bg_school_tau2019_00592,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00594,school,tau_airport-barcelona-1,bg_school_tau2019_00594,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00595,school,tau_airport-barcelona-1,bg_school_tau2019_00595,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00597,school,tau_airport-barcelona-1,bg_school_tau2019_00597,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00598,school,tau_airport-barcelona-1,bg_school_tau2019_00598,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00599,school,tau_airport-barcelona-1,bg_school_tau2019_00599,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00600,school,tau_airport-barcelona-1,bg_school_tau2019_00600,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00601,school,tau_airport-barcelona-1,bg_school_tau2019_00601,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00602,school,tau_airport-barcelona-1,bg_school_tau2019_00602,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00603,school,tau_airport-barcelona-1,bg_school_tau2019_00603,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00604,school,tau_airport-barcelona-1,bg_school_tau2019_00604,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00606,school,tau_airport-barcelona-1,bg_school_tau2019_00606,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00608,school,tau_airport-barcelona-1,bg_school_tau2019_00608,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00609,school,tau_airport-barcelona-1,bg_school_tau2019_00609,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00610,school,tau_airport-barcelona-1,bg_school_tau2019_00610,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00615,school,tau_airport-barcelona-1,bg_school_tau2019_00615,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00617,school,tau_airport-barcelona-1,bg_school_tau2019_00617,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00618,school,tau_airport-barcelona-1,bg_school_tau2019_00618,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00619,school,tau_airport-barcelona-1,bg_school_tau2019_00619,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00620,school,tau_airport-barcelona-1,bg_school_tau2019_00620,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00621,school,tau_airport-barcelona-1,bg_school_tau2019_00621,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00622,school,tau_airport-barcelona-1,bg_school_tau2019_00622,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00623,school,tau_airport-barcelona-1,bg_school_tau2019_00623,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00625,school,tau_airport-barcelona-1,bg_school_tau2019_00625,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00626,school,tau_airport-barcelona-1,bg_school_tau2019_00626,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00627,school,tau_airport-barcelona-1,bg_school_tau2019_00627,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00628,school,tau_airport-barcelona-1,bg_school_tau2019_00628,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00630,school,tau_airport-barcelona-1,bg_school_tau2019_00630,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00631,school,tau_airport-barcelona-1,bg_school_tau2019_00631,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00632,school,tau_airport-barcelona-1,bg_school_tau2019_00632,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00634,school,tau_airport-barcelona-1,bg_school_tau2019_00634,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00636,school,tau_airport-barcelona-1,bg_school_tau2019_00636,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00638,school,tau_airport-barcelona-1,bg_school_tau2019_00638,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00639,school,tau_airport-barcelona-1,bg_school_tau2019_00639,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00640,school,tau_airport-barcelona-1,bg_school_tau2019_00640,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00641,school,tau_airport-barcelona-1,bg_school_tau2019_00641,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00644,school,tau_airport-barcelona-1,bg_school_tau2019_00644,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00647,school,tau_airport-barcelona-1,bg_school_tau2019_00647,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00648,school,tau_airport-barcelona-1,bg_school_tau2019_00648,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00649,school,tau_airport-barcelona-1,bg_school_tau2019_00649,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00650,school,tau_airport-barcelona-1,bg_school_tau2019_00650,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00651,school,tau_airport-barcelona-1,bg_school_tau2019_00651,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00652,school,tau_airport-barcelona-1,bg_school_tau2019_00652,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00653,school,tau_airport-barcelona-1,bg_school_tau2019_00653,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00655,school,tau_airport-barcelona-1,bg_school_tau2019_00655,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00656,school,tau_airport-barcelona-1,bg_school_tau2019_00656,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00658,school,tau_airport-barcelona-1,bg_school_tau2019_00658,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00659,school,tau_airport-barcelona-1,bg_school_tau2019_00659,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00660,school,tau_airport-barcelona-1,bg_school_tau2019_00660,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00661,school,tau_airport-barcelona-1,bg_school_tau2019_00661,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00662,school,tau_airport-barcelona-1,bg_school_tau2019_00662,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00663,school,tau_airport-barcelona-1,bg_school_tau2019_00663,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00664,school,tau_airport-barcelona-1,bg_school_tau2019_00664,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00665,school,tau_airport-barcelona-1,bg_school_tau2019_00665,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00666,school,tau_airport-barcelona-1,bg_school_tau2019_00666,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00668,school,tau_airport-barcelona-1,bg_school_tau2019_00668,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00669,school,tau_airport-barcelona-1,bg_school_tau2019_00669,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00670,school,tau_airport-barcelona-1,bg_school_tau2019_00670,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-1_bg_school_tau2019_00671,school,tau_airport-barcelona-1,bg_school_tau2019_00671,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00673,school,tau_airport-barcelona-2,bg_school_tau2019_00673,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00674,school,tau_airport-barcelona-2,bg_school_tau2019_00674,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00675,school,tau_airport-barcelona-2,bg_school_tau2019_00675,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00676,school,tau_airport-barcelona-2,bg_school_tau2019_00676,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00678,school,tau_airport-barcelona-2,bg_school_tau2019_00678,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00679,school,tau_airport-barcelona-2,bg_school_tau2019_00679,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00680,school,tau_airport-barcelona-2,bg_school_tau2019_00680,1,10.0,lien_tuc,0.0
bgc_school_tau_airport-barcelona-2_bg_school_tau2019_00681,school,tau_airport-barcelona-2,bg_school_tau2019_00681,1,10.0,lien_tuc,0.0
