file_id,class_id,source_dataset,onset,offset,duration_bank,provenance,path_bank
desed_alarm_bell_ae315091,alarm_bell,desed,0.0,0.624,0.624,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_ae315091.wav
desed_alarm_bell_af29effd,alarm_bell,desed,0.0,1.036,1.036,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_af29effd.wav
desed_alarm_bell_af5c4ba2,alarm_bell,desed,0.0,1.379,1.379,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_af5c4ba2.wav
desed_alarm_bell_b6ab58a8,alarm_bell,desed,0.0,1.037,1.037,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_b6ab58a8.wav
desed_alarm_bell_b8348a60,alarm_bell,desed,0.0,0.548,0.548,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_b8348a60.wav
desed_alarm_bell_bd44db60,alarm_bell,desed,0.0,0.126,0.126,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_bd44db60.wav
desed_alarm_bell_be8ba650,alarm_bell,desed,0.0,0.553,0.553,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_be8ba650.wav
desed_alarm_bell_bee584ac,alarm_bell,desed,0.0,0.571,0.571,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_bee584ac.wav
desed_alarm_bell_bf572b6d,alarm_bell,desed,0.0,0.866,0.866,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_bf572b6d.wav
desed_alarm_bell_c50cab9f,alarm_bell,desed,0.0,0.36,0.36,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_c50cab9f.wav
desed_alarm_bell_c9677274,alarm_bell,desed,0.0,1.377,1.377,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_c9677274.wav
desed_alarm_bell_cc754470,alarm_bell,desed,0.0,2.34,2.34,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_cc754470.wav
desed_alarm_bell_ccdb132e,alarm_bell,desed,0.0,0.616,0.616,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_ccdb132e.wav
desed_alarm_bell_cdf977e0,alarm_bell,desed,0.0,1.38,1.38,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_cdf977e0.wav
desed_alarm_bell_d02f950a,alarm_bell,desed,0.0,0.318,0.318,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_d02f950a.wav
desed_alarm_bell_d09bd9f7,alarm_bell,desed,0.0,0.687,0.687,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_d09bd9f7.wav
desed_alarm_bell_d42d9967,alarm_bell,desed,0.0,1.119,1.119,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_d42d9967.wav
desed_alarm_bell_d6c819cd,alarm_bell,desed,0.0,1.378,1.378,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_d6c819cd.wav
desed_alarm_bell_d7f40860,alarm_bell,desed,0.0,0.316,0.316,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_d7f40860.wav
desed_alarm_bell_d8aabdb7,alarm_bell,desed,0.0,1.377,1.377,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_d8aabdb7.wav
desed_alarm_bell_dd2eafd1,alarm_bell,desed,0.0,0.526,0.526,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_dd2eafd1.wav
desed_alarm_bell_e3014586,alarm_bell,desed,0.0,0.112,0.112,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_e3014586.wav
desed_alarm_bell_e3e31aaa,alarm_bell,desed,0.0,0.316,0.316,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_e3e31aaa.wav
desed_alarm_bell_e545d797,alarm_bell,desed,0.0,0.569,0.569,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_e545d797.wav
desed_alarm_bell_e557f032,alarm_bell,desed,0.0,0.242,0.242,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_e557f032.wav
desed_alarm_bell_e5e328c5,alarm_bell,desed,0.0,1.002,1.002,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_e5e328c5.wav
desed_alarm_bell_e639f795,alarm_bell,desed,0.0,0.543,0.543,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_e639f795.wav
desed_alarm_bell_e9fb2edf,alarm_bell,desed,0.0,0.317,0.317,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_e9fb2edf.wav
desed_alarm_bell_eaf6d8c7,alarm_bell,desed,0.0,0.318,0.318,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_eaf6d8c7.wav
desed_alarm_bell_ebf46738,alarm_bell,desed,0.0,0.242,0.242,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_ebf46738.wav
desed_alarm_bell_ede6dc6b,alarm_bell,desed,0.0,0.314,0.314,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_ede6dc6b.wav
desed_alarm_bell_ee047905,alarm_bell,desed,0.0,0.317,0.317,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_ee047905.wav
desed_alarm_bell_eec10006,alarm_bell,desed,0.0,0.565,0.565,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_eec10006.wav
desed_alarm_bell_f2b3fc34,alarm_bell,desed,0.0,1.001,1.001,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_f2b3fc34.wav
desed_alarm_bell_f4af2a9c,alarm_bell,desed,0.0,0.532,0.532,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_f4af2a9c.wav
desed_alarm_bell_f6ec9dfc,alarm_bell,desed,0.0,1.379,1.379,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_f6ec9dfc.wav
desed_alarm_bell_f72a8416,alarm_bell,desed,0.0,0.318,0.318,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_f72a8416.wav
desed_alarm_bell_f815d53a,alarm_bell,desed,0.22,1.38,1.16,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_f815d53a.wav
desed_alarm_bell_fc42e9a7,alarm_bell,desed,0.0,0.538,0.538,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_fc42e9a7.wav
desed_alarm_bell_ffb90bce,alarm_bell,desed,0.0,1.546,1.546,auto_accept,data/banks/foreground/alarm_bell/desed_alarm_bell_ffb90bce.wav
esc50_alarm_bell_0f0e831a,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_0f0e831a.wav
esc50_alarm_bell_0f99cf9a,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_0f99cf9a.wav
esc50_alarm_bell_119c2783,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_119c2783.wav
esc50_alarm_bell_1583d0be,alarm_bell,esc50,2.455,4.252,1.797,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_1583d0be.wav
esc50_alarm_bell_1b78f0e6,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_1b78f0e6.wav
esc50_alarm_bell_1c5a500b,alarm_bell,esc50,0.219,4.571,4.352,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_1c5a500b.wav
esc50_alarm_bell_21679508,alarm_bell,esc50,0.0,4.571,4.571,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_21679508.wav
esc50_alarm_bell_220c3d12,alarm_bell,esc50,0.0,3.613,3.613,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_220c3d12.wav
esc50_alarm_bell_2d2ae224,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_2d2ae224.wav
esc50_alarm_bell_3b2f085b,alarm_bell,esc50,0.0,4.571,4.571,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_3b2f085b.wav
esc50_alarm_bell_45473028,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_45473028.wav
esc50_alarm_bell_48e8337f,alarm_bell,esc50,0.0,3.613,3.613,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_48e8337f.wav
esc50_alarm_bell_49223fa4,alarm_bell,esc50,0.0,3.294,3.294,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_49223fa4.wav
esc50_alarm_bell_5822815c,alarm_bell,esc50,0.0,2.974,2.974,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_5822815c.wav
esc50_alarm_bell_5e790539,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_5e790539.wav
esc50_alarm_bell_796a0d89,alarm_bell,esc50,1.177,4.252,3.075,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_796a0d89.wav
esc50_alarm_bell_7b8aad41,alarm_bell,esc50,0.219,1.697,1.478,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_7b8aad41.wav
esc50_alarm_bell_7dbc0346,alarm_bell,esc50,1.177,2.655,1.478,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_7dbc0346.wav
esc50_alarm_bell_81ff3870,alarm_bell,esc50,2.455,5.0,2.545,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_81ff3870.wav
esc50_alarm_bell_82212458,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_82212458.wav
esc50_alarm_bell_87c0ead3,alarm_bell,esc50,0.0,2.974,2.974,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_87c0ead3.wav
esc50_alarm_bell_892a04fe,alarm_bell,esc50,0.219,5.0,4.781,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_892a04fe.wav
esc50_alarm_bell_8b402796,alarm_bell,esc50,0.0,2.974,2.974,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_8b402796.wav
esc50_alarm_bell_8dbf786d,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_8dbf786d.wav
esc50_alarm_bell_8f8f7c9c,alarm_bell,esc50,0.0,4.571,4.571,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_8f8f7c9c.wav
esc50_alarm_bell_92baf64d,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_92baf64d.wav
esc50_alarm_bell_93064c31,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_93064c31.wav
esc50_alarm_bell_973df7c6,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_973df7c6.wav
esc50_alarm_bell_9a8b1499,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_9a8b1499.wav
esc50_alarm_bell_a6b64ebb,alarm_bell,esc50,0.0,4.252,4.252,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_a6b64ebb.wav
esc50_alarm_bell_b6d260c3,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_b6d260c3.wav
esc50_alarm_bell_bb41577f,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_bb41577f.wav
esc50_alarm_bell_be37da47,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_be37da47.wav
esc50_alarm_bell_c08a0615,alarm_bell,esc50,2.455,4.252,1.797,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_c08a0615.wav
esc50_alarm_bell_c1d8172c,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_c1d8172c.wav
esc50_alarm_bell_c592d9af,alarm_bell,esc50,0.0,2.016,2.016,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_c592d9af.wav
esc50_alarm_bell_c6a19ee5,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_c6a19ee5.wav
esc50_alarm_bell_c78db93c,alarm_bell,esc50,0.0,2.655,2.655,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_c78db93c.wav
esc50_alarm_bell_c7d05248,alarm_bell,esc50,3.413,4.571,1.158,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_c7d05248.wav
esc50_alarm_bell_cb564046,alarm_bell,esc50,2.136,3.613,1.477,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_cb564046.wav
esc50_alarm_bell_d2232652,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_d2232652.wav
esc50_alarm_bell_d4bf2130,alarm_bell,esc50,0.858,2.016,1.158,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_d4bf2130.wav
esc50_alarm_bell_d8761cb9,alarm_bell,esc50,0.0,2.336,2.336,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_d8761cb9.wav
esc50_alarm_bell_e00a8c06,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_e00a8c06.wav
esc50_alarm_bell_e071e9a3,alarm_bell,esc50,0.0,4.571,4.571,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_e071e9a3.wav
esc50_alarm_bell_e0de072c,alarm_bell,esc50,1.816,5.0,3.184,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_e0de072c.wav
esc50_alarm_bell_e40a1b2b,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_e40a1b2b.wav
esc50_alarm_bell_e7aab383,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_e7aab383.wav
esc50_alarm_bell_e89e5bee,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_e89e5bee.wav
esc50_alarm_bell_eb652724,alarm_bell,esc50,0.0,2.336,2.336,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_eb652724.wav
esc50_alarm_bell_ebc3196b,alarm_bell,esc50,0.0,5.0,5.0,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_ebc3196b.wav
esc50_alarm_bell_fdbfa039,alarm_bell,esc50,1.497,5.0,3.503,auto_accept,data/banks/foreground/alarm_bell/esc50_alarm_bell_fdbfa039.wav
fsd50k_alarm_bell_0459e305,alarm_bell,fsd50k,0.0,5.956,5.956,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_0459e305.wav
fsd50k_alarm_bell_049d0f11,alarm_bell,fsd50k,0.0,0.901,0.901,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_049d0f11.wav
fsd50k_alarm_bell_050b9982,alarm_bell,fsd50k,0.0,1.105,1.105,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_050b9982.wav
fsd50k_alarm_bell_0e54066c,alarm_bell,fsd50k,0.0,2.709,2.709,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_0e54066c.wav
fsd50k_alarm_bell_0f7a933f,alarm_bell,fsd50k,1.499,3.397,1.899,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_0f7a933f.wav
fsd50k_alarm_bell_16de2bb9,alarm_bell,fsd50k,0.0,1.376,1.376,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_16de2bb9.wav
fsd50k_alarm_bell_1cdd5f94,alarm_bell,fsd50k,0.0,1.695,1.695,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_1cdd5f94.wav
fsd50k_alarm_bell_1e68d9c1,alarm_bell,fsd50k,0.0,0.739,0.739,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_1e68d9c1.wav
fsd50k_alarm_bell_2229eb9b,alarm_bell,fsd50k,0.22,2.019,1.799,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_2229eb9b.wav
fsd50k_alarm_bell_22882a3a,alarm_bell,fsd50k,0.0,1.355,1.355,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_22882a3a.wav
fsd50k_alarm_bell_2876d9eb,alarm_bell,fsd50k,0.0,2.34,2.34,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_2876d9eb.wav
fsd50k_alarm_bell_30301586,alarm_bell,fsd50k,0.0,1.379,1.379,auto_accept,data/banks/foreground/alarm_bell/fsd50k_alarm_bell_30301586.wav
