file_id,stage,reason_code,detail,decided_by,decided_at
train_000136,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000137,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000139,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000145,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000147,verify_synthetic,slice_long_event,dài nhất 1.01s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000150,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000154,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000155,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000156,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000157,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000158,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000162,verify_synthetic,slice_long_event,dài nhất 0.96s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000166,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000169,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000170,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000177,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000178,verify_synthetic,slice_long_event,dài nhất 0.99s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000180,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000183,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000186,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000190,verify_synthetic,slice_long_event,dài nhất 0.90s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000192,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000195,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000196,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000197,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000198,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000199,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000200,verify_synthetic,slice_long_event,dài nhất 0.99s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000200,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000203,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000211,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000213,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000215,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000218,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000223,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000226,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000229,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000232,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000234,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000236,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000238,verify_synthetic,slice_long_event,dài nhất 0.98s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000238,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000240,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000246,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000249,verify_synthetic,slice_long_event,dài nhất 1.03s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000253,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000259,verify_synthetic,slice_long_event,dài nhất 1.06s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000260,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000262,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000265,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000266,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000276,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000278,verify_synthetic,slice_long_event,dài nhất 1.07s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000279,verify_synthetic,slice_long_event,dài nhất 0.69s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000280,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000281,verify_synthetic,slice_long_event,dài nhất 1.06s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000282,verify_synthetic,slice_long_event,dài nhất 0.98s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000285,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000286,verify_synthetic,slice_long_event,dài nhất 1.09s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000286,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000291,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000294,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000295,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000296,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000303,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000311,verify_synthetic,slice_long_event,dài nhất 0.94s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000312,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000317,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000320,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000322,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000325,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000326,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000329,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000334,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000338,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000340,verify_synthetic,slice_long_event,dài nhất 1.09s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000340,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000343,verify_synthetic,slice_long_event,dài nhất 1.10s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000343,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000344,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000354,verify_synthetic,slice_long_event,dài nhất 1.05s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000355,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000357,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000360,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000362,verify_synthetic,slice_long_event,dài nhất 1.10s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000362,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000363,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000366,verify_synthetic,slice_long_event,dài nhất 1.08s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000370,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000371,verify_synthetic,slice_long_event,dài nhất 0.76s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000380,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000385,verify_synthetic,slice_long_event,dài nhất 1.07s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000387,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000391,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000392,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000396,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000402,verify_synthetic,slice_long_event,dài nhất 0.94s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000403,verify_synthetic,slice_long_event,dài nhất 1.08s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000405,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000408,verify_synthetic,slice_long_event,dài nhất 0.92s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000408,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000409,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000411,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000418,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000420,verify_synthetic,slice_long_event,dài nhất 1.07s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000423,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000424,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000426,verify_synthetic,slice_long_event,dài nhất 0.92s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000429,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000430,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000433,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000436,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000440,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000443,verify_synthetic,slice_long_event,dài nhất 0.79s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000445,verify_synthetic,slice_long_event,dài nhất 1.08s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000445,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000447,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000449,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000450,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000451,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000454,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000456,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000458,verify_synthetic,slice_long_event,dài nhất 1.02s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000463,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000469,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000470,verify_synthetic,slice_long_event,dài nhất 0.94s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000470,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000471,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000478,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000488,verify_synthetic,slice_long_event,dài nhất 1.07s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000490,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000494,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000496,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000499,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000500,verify_synthetic,slice_long_event,dài nhất 0.96s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000513,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000514,verify_synthetic,slice_long_event,dài nhất 0.97s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000514,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000515,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000520,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000523,verify_synthetic,slice_long_event,dài nhất 1.06s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000525,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000527,verify_synthetic,slice_long_event,dài nhất 0.99s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000533,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000534,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000535,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000538,verify_synthetic,slice_long_event,dài nhất 1.08s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000542,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000543,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000549,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000551,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000555,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000557,verify_synthetic,slice_long_event,dài nhất 1.00s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000557,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000560,verify_synthetic,slice_long_event,dài nhất 0.78s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000561,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000565,verify_synthetic,slice_long_event,dài nhất 1.06s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000571,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000572,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000573,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000574,verify_synthetic,slice_long_event,dài nhất 1.05s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000574,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000577,verify_synthetic,slice_long_event,dài nhất 0.98s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000577,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000578,verify_synthetic,slice_long_event,dài nhất 1.08s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000578,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000586,verify_synthetic,slice_long_event,dài nhất 0.98s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000587,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000588,verify_synthetic,slice_long_event,dài nhất 1.09s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000588,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000589,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000591,verify_synthetic,slice_long_event,dài nhất 1.02s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
train_000591,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000599,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000602,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000606,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000607,verify_synthetic,slice_overlap,không cặp nào chồng lấn ≥30%,auto,2026-09-17T05:24:22.532852+00:00
train_000609,verify_synthetic,slice_long_event,dài nhất 1.05s < 8.0s,auto,2026-09-17T05:24:22.532852+00:00
