file_id,class_id,path,dur,eff,lead,trail,rms_db,peak,loi
desed_alarm_bell_248cb8a7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_248cb8a7.wav,23.139,23.139,0.0,0.0,-25.92,0.2869,
desed_alarm_bell_26315eee,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_26315eee.wav,0.5645,0.5645,0.0,0.0,-25.37,0.1669,
desed_alarm_bell_279220b2,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_279220b2.wav,0.3164,0.3164,0.0,0.0,-10.12,0.8376,
desed_alarm_bell_2888c09d,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_2888c09d.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_2c424415,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_2c424415.wav,0.3197,0.3197,0.0,0.0,-22.8,0.2574,
desed_alarm_bell_2f675ca9,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_2f675ca9.wav,0.739,0.739,0.0,0.0,-20.17,0.4965,
desed_alarm_bell_313321fb,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_313321fb.wav,0.3056,0.3056,0.0,0.0,-7.12,0.8522,
desed_alarm_bell_3134eda0,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3134eda0.wav,1.058,1.058,0.0,0.0,-23.54,0.4475,
desed_alarm_bell_319b8e25,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_319b8e25.wav,0.4894,0.4894,0.0,0.0,-26.07,0.1429,
desed_alarm_bell_3530a9cb,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3530a9cb.wav,0.32,0.32,0.0,0.0,-22.8,0.2435,
desed_alarm_bell_355fa571,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_355fa571.wav,0.3203,0.3203,0.0,0.0,-47.55,0.0146,
desed_alarm_bell_36e46582,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_36e46582.wav,0.5624,0.5624,0.0,0.0,-25.33,0.1627,
desed_alarm_bell_3747d982,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3747d982.wav,0.6104,0.6104,0.0,0.0,-25.45,0.3511,
desed_alarm_bell_3787c6c4,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3787c6c4.wav,0.3164,0.3164,0.0,0.0,-22.77,0.2458,
desed_alarm_bell_37a1f4a3,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_37a1f4a3.wav,0.5722,0.5722,0.0,0.0,-25.39,0.1641,
desed_alarm_bell_38ceec78,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_38ceec78.wav,0.2349,0.2349,0.0,0.0,-10.84,0.6928,
desed_alarm_bell_39790714,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_39790714.wav,0.5142,0.5142,0.0,0.0,-26.28,0.1154,
desed_alarm_bell_399b7f76,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_399b7f76.wav,0.3201,0.3201,0.0,0.0,-14.11,0.6635,
desed_alarm_bell_39aad88b,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_39aad88b.wav,0.5555,0.5555,0.0,0.0,-25.26,0.1838,
desed_alarm_bell_3ab4ee0b,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3ab4ee0b.wav,0.2352,0.2352,0.0,0.0,-10.84,0.714,
desed_alarm_bell_3c701262,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3c701262.wav,1.698,1.698,0.0,0.0,-26.63,0.1967,
desed_alarm_bell_3d9c81a5,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3d9c81a5.wav,0.5376,0.5376,0.0,0.0,-25.73,0.1451,
desed_alarm_bell_3f9d5aa3,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_3f9d5aa3.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_4028a3da,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_4028a3da.wav,3.614,3.614,0.0,0.0,-25.15,0.5851,
desed_alarm_bell_4048080c,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_4048080c.wav,0.1037,0.1037,0.0,0.0,-22.38,0.198,
desed_alarm_bell_42a59b74,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_42a59b74.wav,0.5699,0.5699,0.0,0.0,-25.42,0.1637,
desed_alarm_bell_42ad3bf9,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_42ad3bf9.wav,0.2294,0.2294,0.0,0.0,-11.16,0.6862,
desed_alarm_bell_42f68488,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_42f68488.wav,0.3129,0.3129,0.0,0.0,-14.04,0.6844,
desed_alarm_bell_47161f23,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_47161f23.wav,0.5342,0.5342,0.0,0.0,-25.71,0.1465,
desed_alarm_bell_475854b8,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_475854b8.wav,0.4923,0.4923,0.0,0.0,-26.0,0.1639,
desed_alarm_bell_49d0ae15,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_49d0ae15.wav,0.2369,0.2369,0.0,0.0,-11.01,0.7116,
desed_alarm_bell_4a8f8fe2,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_4a8f8fe2.wav,0.5904,0.5904,0.0,0.0,-25.9,0.1651,
desed_alarm_bell_4acef7b3,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_4acef7b3.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_4c60bea6,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_4c60bea6.wav,1.059,1.059,0.0,0.0,-17.68,0.6751,
desed_alarm_bell_4dcf1840,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_4dcf1840.wav,1.0124,1.0124,0.0,0.0,-26.59,0.1511,
desed_alarm_bell_4f72d71e,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_4f72d71e.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_53935871,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_53935871.wav,0.4846,0.4846,0.0,0.0,-26.02,0.1292,
desed_alarm_bell_5620a7d9,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_5620a7d9.wav,1.0006,1.0006,0.0,0.0,-25.53,0.1996,
desed_alarm_bell_56a3938e,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_56a3938e.wav,0.2416,0.2416,0.0,0.0,-9.99,0.8381,
desed_alarm_bell_56bca464,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_56bca464.wav,0.4816,0.4816,0.0,0.0,-26.0,0.1339,
desed_alarm_bell_5789beb0,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_5789beb0.wav,0.4857,0.4857,0.0,0.0,-26.0,0.1814,
desed_alarm_bell_589d76f9,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_589d76f9.wav,2.655,2.655,0.0,0.0,-26.11,0.2285,
desed_alarm_bell_58e96ac2,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_58e96ac2.wav,1.38,1.38,0.0,0.0,-20.45,0.2485,
desed_alarm_bell_5b9ce681,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_5b9ce681.wav,1.698,1.698,0.0,0.0,-21.44,0.5923,
desed_alarm_bell_5b9e6bd8,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_5b9e6bd8.wav,0.3149,0.3149,0.0,0.0,-47.47,0.0126,
desed_alarm_bell_5d6ca0a1,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_5d6ca0a1.wav,0.5183,0.5183,0.0,0.0,-26.28,0.112,
desed_alarm_bell_5dbbdf69,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_5dbbdf69.wav,0.3125,0.3125,0.0,0.0,-47.56,0.0142,
desed_alarm_bell_60367f06,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_60367f06.wav,0.3593,0.3593,0.0,0.0,-10.38,0.7905,
desed_alarm_bell_6157608c,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_6157608c.wav,0.4946,0.4946,0.0,0.0,-26.04,0.1671,
desed_alarm_bell_61becda7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_61becda7.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_6261dc0a,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_6261dc0a.wav,0.6721,0.6721,0.0,0.0,-25.62,0.1934,
desed_alarm_bell_62ed06e7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_62ed06e7.wav,0.3327,0.3327,0.0,0.0,-10.32,0.8378,
desed_alarm_bell_630dc66f,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_630dc66f.wav,0.3161,0.3161,0.0,0.0,-12.23,0.6126,
desed_alarm_bell_66037bb2,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_66037bb2.wav,1.0159,1.0159,0.0,0.0,-25.65,0.1993,
desed_alarm_bell_66c738d5,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_66c738d5.wav,0.2416,0.2416,0.0,0.0,-9.99,0.8381,
desed_alarm_bell_6b98ee0b,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_6b98ee0b.wav,1.0163,1.0163,0.0,0.0,-24.78,0.2097,
desed_alarm_bell_6d17d863,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_6d17d863.wav,0.4762,0.4762,0.0,0.0,-25.41,0.1821,
desed_alarm_bell_6e8803ee,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_6e8803ee.wav,1.8,1.8,0.0,0.0,-26.14,0.1627,
desed_alarm_bell_7010b150,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7010b150.wav,0.3206,0.3206,0.0,0.0,-23.14,0.2608,
desed_alarm_bell_701b77fd,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_701b77fd.wav,0.3284,0.3284,0.0,0.0,-14.36,0.671,
desed_alarm_bell_70f81d45,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_70f81d45.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_727cfab7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_727cfab7.wav,0.5194,0.5194,0.0,0.0,-26.27,0.1129,
desed_alarm_bell_744e48bf,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_744e48bf.wav,1.0074,1.0074,0.0,0.0,-26.18,0.1464,
desed_alarm_bell_74935f8d,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_74935f8d.wav,1.4492,1.4492,0.0,0.0,-23.93,0.388,
desed_alarm_bell_7552527e,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7552527e.wav,0.3611,0.3611,0.0,0.0,-10.4,0.7875,
desed_alarm_bell_75735c8c,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_75735c8c.wav,0.2416,0.2416,0.0,0.0,-9.99,0.8381,
desed_alarm_bell_77ea9d95,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_77ea9d95.wav,0.3327,0.3327,0.0,0.0,-10.34,0.8394,
desed_alarm_bell_7866e774,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7866e774.wav,1.159,1.159,0.0,0.0,-30.6,0.205,
desed_alarm_bell_7aaad03d,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7aaad03d.wav,0.3593,0.3593,0.0,0.0,-10.28,0.8035,
desed_alarm_bell_7b54a1ea,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7b54a1ea.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_7bbe1dda,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7bbe1dda.wav,0.2359,0.2359,0.0,0.0,-9.88,0.8366,
desed_alarm_bell_7e5012d0,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7e5012d0.wav,1.0054,1.0054,0.0,0.0,-26.18,0.1533,
desed_alarm_bell_7ece994a,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7ece994a.wav,0.3173,0.3173,0.0,0.0,-21.52,0.2666,
desed_alarm_bell_7f3fcf5e,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_7f3fcf5e.wav,1.379,1.379,0.0,0.0,-20.81,0.565,
desed_alarm_bell_8071cb1b,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_8071cb1b.wav,0.3164,0.3164,0.0,0.0,-21.51,0.2647,
desed_alarm_bell_812da415,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_812da415.wav,0.9921,0.9921,0.0,0.0,-26.16,0.1472,
desed_alarm_bell_8b2a67c7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_8b2a67c7.wav,1.696,1.696,0.0,0.0,-26.88,0.2295,
desed_alarm_bell_8c2f0ef9,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_8c2f0ef9.wav,1.057,1.057,0.0,0.0,-19.71,0.6414,
desed_alarm_bell_90839037,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_90839037.wav,1.4791,1.4791,0.0,0.0,-27.76,0.1531,
desed_alarm_bell_91467225,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_91467225.wav,0.5161,0.5161,0.0,0.0,-26.25,0.1128,
desed_alarm_bell_91cde4de,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_91cde4de.wav,0.3131,0.3131,0.0,0.0,-47.48,0.0125,
desed_alarm_bell_934d5d28,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_934d5d28.wav,0.3146,0.3146,0.0,0.0,-12.25,0.609,
desed_alarm_bell_9548a650,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9548a650.wav,0.3217,0.3217,0.0,0.0,-47.45,0.0138,
desed_alarm_bell_9798d0e0,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9798d0e0.wav,1.059,1.059,0.0,0.0,-19.96,0.5817,
desed_alarm_bell_984c7d8f,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_984c7d8f.wav,0.572,0.572,0.0,0.0,-25.56,0.152,
desed_alarm_bell_99539dab,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_99539dab.wav,0.2736,0.2736,0.0,0.0,-10.11,0.837,
desed_alarm_bell_9c98ff1f,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9c98ff1f.wav,1.8961,1.8961,0.0,0.0,-27.24,0.3415,
desed_alarm_bell_9ca1a188,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9ca1a188.wav,0.3147,0.3147,0.0,0.0,-14.37,0.6563,
desed_alarm_bell_9ce1c5d8,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9ce1c5d8.wav,2.015,2.015,0.0,0.0,-25.47,0.2241,
desed_alarm_bell_9dc444f3,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9dc444f3.wav,0.5201,0.5201,0.0,0.0,-26.27,0.1174,
desed_alarm_bell_9e2f9d5e,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9e2f9d5e.wav,0.6051,0.6051,0.0,0.0,-25.69,0.1554,
desed_alarm_bell_9fabdd47,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_9fabdd47.wav,0.3172,0.3172,0.0,0.0,-21.57,0.2632,
desed_alarm_bell_a00f28b7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_a00f28b7.wav,0.3176,0.3176,0.0,0.0,-21.54,0.2683,
desed_alarm_bell_a2084b19,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_a2084b19.wav,0.5676,0.5676,0.0,0.0,-25.39,0.1661,
desed_alarm_bell_a8946f3c,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_a8946f3c.wav,0.3148,0.3148,0.0,0.0,-12.31,0.607,
desed_alarm_bell_aa831035,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_aa831035.wav,0.3102,0.3102,0.0,0.0,-12.34,0.6001,
desed_alarm_bell_ad217d82,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_ad217d82.wav,0.3202,0.3202,0.0,0.0,-14.15,0.6638,
desed_alarm_bell_ae315091,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_ae315091.wav,0.624,0.624,0.0,0.0,-26.31,0.1487,
desed_alarm_bell_af29effd,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_af29effd.wav,1.0355,1.0355,0.0,0.0,-25.9,0.1789,
desed_alarm_bell_af5c4ba2,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_af5c4ba2.wav,1.379,1.379,0.0,0.0,-17.41,0.8756,
desed_alarm_bell_b5321f49,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b5321f49.wav,0.4914,0.4914,0.0,0.0,-26.08,0.1106,
desed_alarm_bell_b6ab58a8,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b6ab58a8.wav,1.037,1.037,0.0,0.0,-26.24,0.1533,
desed_alarm_bell_b8348a60,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b8348a60.wav,0.5476,0.5476,0.0,0.0,-25.84,0.1297,
desed_alarm_bell_b865d300,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b865d300.wav,0.3202,0.3202,0.0,0.0,-22.86,0.2475,
desed_alarm_bell_b8915b16,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b8915b16.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_b92ce32e,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b92ce32e.wav,0.32,0.32,0.0,0.0,-14.11,0.6602,
desed_alarm_bell_b9bc75ff,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b9bc75ff.wav,0.5351,0.5351,0.0,0.0,-26.53,0.2106,
desed_alarm_bell_b9d2412a,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_b9d2412a.wav,0.3327,0.3327,0.0,0.0,-10.32,0.8383,
desed_alarm_bell_bab1f161,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_bab1f161.wav,0.3128,0.3128,0.0,0.0,-22.73,0.2491,
desed_alarm_bell_bb2f50f9,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_bb2f50f9.wav,0.3284,0.3284,0.0,0.0,-23.04,0.2515,
desed_alarm_bell_bd44db60,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_bd44db60.wav,0.1256,0.1256,0.0,0.0,-26.81,0.129,
desed_alarm_bell_be8ba650,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_be8ba650.wav,0.5527,0.5527,0.0,0.0,-25.25,0.1561,
desed_alarm_bell_bee584ac,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_bee584ac.wav,0.5713,0.5713,0.0,0.0,-25.43,0.1638,
desed_alarm_bell_bf572b6d,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_bf572b6d.wav,0.8661,0.8661,0.0,0.0,-25.97,0.641,
desed_alarm_bell_bfa154e7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_bfa154e7.wav,0.3203,0.3203,0.0,0.0,-22.76,0.2596,
desed_alarm_bell_c02541d9,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c02541d9.wav,0.4866,0.4866,0.0,0.0,-26.03,0.1701,
desed_alarm_bell_c1383453,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c1383453.wav,0.3164,0.3164,0.0,0.0,-10.11,0.8387,
desed_alarm_bell_c1e32f27,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c1e32f27.wav,1.158,1.158,0.0,0.0,-26.56,0.2063,
desed_alarm_bell_c23378b2,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c23378b2.wav,0.3327,0.3327,0.0,0.0,-10.34,0.8382,
desed_alarm_bell_c2837498,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c2837498.wav,0.4836,0.4836,0.0,0.0,-26.02,0.1257,
desed_alarm_bell_c47ac082,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c47ac082.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_c50cab9f,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c50cab9f.wav,0.3596,0.3596,0.0,0.0,-10.9,0.7083,
desed_alarm_bell_c7140117,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c7140117.wav,0.3043,0.3043,0.0,0.0,-47.47,0.0151,
desed_alarm_bell_c9541d57,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c9541d57.wav,0.3112,0.3112,0.0,0.0,-7.2,0.857,
desed_alarm_bell_c9677274,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_c9677274.wav,1.377,1.377,0.0,0.0,-21.51,0.228,
desed_alarm_bell_cc754470,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_cc754470.wav,2.34,2.34,0.0,0.0,-25.65,0.2168,
desed_alarm_bell_ccdb132e,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_ccdb132e.wav,0.6159,0.6159,0.0,0.0,-26.29,0.149,
desed_alarm_bell_cdf977e0,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_cdf977e0.wav,1.38,1.38,0.0,0.0,-18.57,0.5013,
desed_alarm_bell_d02f950a,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_d02f950a.wav,0.3179,0.3179,0.0,0.0,-21.53,0.269,
desed_alarm_bell_d09bd9f7,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_d09bd9f7.wav,0.6868,0.6868,0.0,0.0,-25.71,0.1899,
desed_alarm_bell_d258794f,alarm_bell,data/banks/foreground/alarm_bell/desed_alarm_bell_d258794f.wav,0.3327,0.3327,0.0,0.0,-10.33,0.8378,
