file_id,class_id,onset,offset,path_norm,verdict,note,origin
desed_alarm_bell_313321fb,alarm_bell,0.0,0.306,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_313321fb.wav,,,queue
desed_alarm_bell_3134eda0,alarm_bell,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_3134eda0.wav,,,queue
desed_alarm_bell_319b8e25,alarm_bell,0.0,0.489,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_319b8e25.wav,,,queue
desed_alarm_bell_3530a9cb,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_3530a9cb.wav,,,queue
desed_alarm_bell_355fa571,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_355fa571.wav,,,queue
desed_alarm_bell_3787c6c4,alarm_bell,0.0,0.316,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_3787c6c4.wav,,,queue
desed_alarm_bell_39790714,alarm_bell,0.0,0.514,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_39790714.wav,,,queue
desed_alarm_bell_399b7f76,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_399b7f76.wav,,,queue
desed_alarm_bell_3c701262,alarm_bell,0.0,1.648,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_3c701262.wav,,,queue
desed_alarm_bell_3f9d5aa3,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_3f9d5aa3.wav,,,queue
desed_alarm_bell_42f68488,alarm_bell,0.0,0.313,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_42f68488.wav,,,queue
desed_alarm_bell_4acef7b3,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_4acef7b3.wav,,,queue
desed_alarm_bell_4c60bea6,alarm_bell,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_4c60bea6.wav,,,queue
desed_alarm_bell_4f72d71e,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_4f72d71e.wav,,,queue
desed_alarm_bell_53935871,alarm_bell,0.0,0.485,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_53935871.wav,,,queue
desed_alarm_bell_56bca464,alarm_bell,0.0,0.482,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_56bca464.wav,,,queue
desed_alarm_bell_5789beb0,alarm_bell,0.0,0.486,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_5789beb0.wav,,,queue
desed_alarm_bell_5b9e6bd8,alarm_bell,0.0,0.315,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_5b9e6bd8.wav,,,queue
desed_alarm_bell_5d6ca0a1,alarm_bell,0.0,0.518,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_5d6ca0a1.wav,,,queue
desed_alarm_bell_5dbbdf69,alarm_bell,0.0,0.312,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_5dbbdf69.wav,,,queue
desed_alarm_bell_60367f06,alarm_bell,0.0,0.359,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_60367f06.wav,,,queue
desed_alarm_bell_61becda7,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_61becda7.wav,,,queue
desed_alarm_bell_62ed06e7,alarm_bell,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_62ed06e7.wav,,,queue
desed_alarm_bell_6d17d863,alarm_bell,0.0,0.476,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_6d17d863.wav,,,queue
desed_alarm_bell_6e8803ee,alarm_bell,0.27,1.97,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_6e8803ee.wav,,,queue
desed_alarm_bell_7010b150,alarm_bell,0.0,0.321,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7010b150.wav,,,queue
desed_alarm_bell_70f81d45,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_70f81d45.wav,,,queue
desed_alarm_bell_727cfab7,alarm_bell,0.0,0.519,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_727cfab7.wav,,,queue
desed_alarm_bell_7552527e,alarm_bell,0.0,0.361,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7552527e.wav,,,queue
desed_alarm_bell_77ea9d95,alarm_bell,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_77ea9d95.wav,,,queue
desed_alarm_bell_7866e774,alarm_bell,3.787,4.846,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7866e774.wav,,,queue
desed_alarm_bell_7aaad03d,alarm_bell,0.0,0.359,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7aaad03d.wav,,,queue
desed_alarm_bell_7b54a1ea,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7b54a1ea.wav,,,queue
desed_alarm_bell_7bbe1dda,alarm_bell,0,0.236,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_7bbe1dda.wav,ok,,sample
desed_alarm_bell_8b2a67c7,alarm_bell,0.0,1.646,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_8b2a67c7.wav,,,queue
desed_alarm_bell_90839037,alarm_bell,0.59,1.969,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_90839037.wav,,,queue
desed_alarm_bell_91cde4de,alarm_bell,0.0,0.313,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_91cde4de.wav,,,queue
desed_alarm_bell_9548a650,alarm_bell,0.0,0.322,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_9548a650.wav,,,queue
desed_alarm_bell_9c98ff1f,alarm_bell,0.588,2.434,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_9c98ff1f.wav,,,queue
desed_alarm_bell_9ca1a188,alarm_bell,0.0,0.315,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_9ca1a188.wav,,,queue
desed_alarm_bell_9dc444f3,alarm_bell,0.0,0.52,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_9dc444f3.wav,,,queue
desed_alarm_bell_ad217d82,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_ad217d82.wav,,,queue
desed_alarm_bell_b5321f49,alarm_bell,0.0,0.491,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_b5321f49.wav,,,queue
desed_alarm_bell_b865d300,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_b865d300.wav,,,queue
desed_alarm_bell_b8915b16,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_b8915b16.wav,,,queue
desed_alarm_bell_b92ce32e,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_b92ce32e.wav,,,queue
desed_alarm_bell_b9bc75ff,alarm_bell,0.0,0.535,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_b9bc75ff.wav,,,queue
desed_alarm_bell_b9d2412a,alarm_bell,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_b9d2412a.wav,,,queue
desed_alarm_bell_bab1f161,alarm_bell,0.0,0.313,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_bab1f161.wav,,,queue
desed_alarm_bell_bb2f50f9,alarm_bell,0.0,0.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_bb2f50f9.wav,,,queue
desed_alarm_bell_bd44db60,alarm_bell,0,0.126,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_bd44db60.wav,ok,,sample
desed_alarm_bell_be8ba650,alarm_bell,0,0.553,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_be8ba650.wav,ok,,sample
desed_alarm_bell_bfa154e7,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_bfa154e7.wav,,,queue
desed_alarm_bell_c02541d9,alarm_bell,0.0,0.487,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c02541d9.wav,,,queue
desed_alarm_bell_c1383453,alarm_bell,0.0,0.316,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c1383453.wav,,,queue
desed_alarm_bell_c1e32f27,alarm_bell,0.27,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c1e32f27.wav,,,queue
desed_alarm_bell_c23378b2,alarm_bell,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c23378b2.wav,,,queue
desed_alarm_bell_c2837498,alarm_bell,0.0,0.484,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c2837498.wav,,,queue
desed_alarm_bell_c47ac082,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c47ac082.wav,,,queue
desed_alarm_bell_c7140117,alarm_bell,0.0,0.304,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c7140117.wav,,,queue
desed_alarm_bell_c9541d57,alarm_bell,0.0,0.311,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_c9541d57.wav,,,queue
desed_alarm_bell_d258794f,alarm_bell,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_d258794f.wav,,,queue
desed_alarm_bell_d4ae5400,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_d4ae5400.wav,,,queue
desed_alarm_bell_d7595079,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_d7595079.wav,,,queue
desed_alarm_bell_e2bfb294,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e2bfb294.wav,,,queue
desed_alarm_bell_e3014586,alarm_bell,0,0.112,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e3014586.wav,ok,,sample
desed_alarm_bell_e3e31aaa,alarm_bell,0,0.316,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e3e31aaa.wav,ok,,sample
desed_alarm_bell_e4b69fbb,alarm_bell,0.0,0.517,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e4b69fbb.wav,,,queue
desed_alarm_bell_e7076506,alarm_bell,0.0,0.995,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e7076506.wav,,,queue
desed_alarm_bell_e8c622e7,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_e8c622e7.wav,,,queue
desed_alarm_bell_ee8c0dc7,alarm_bell,0.0,0.483,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_ee8c0dc7.wav,,,queue
desed_alarm_bell_f95c30bf,alarm_bell,0.0,0.333,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_f95c30bf.wav,,,queue
desed_alarm_bell_f9bde753,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_f9bde753.wav,,,queue
desed_alarm_bell_fb89116a,alarm_bell,0.0,0.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_fb89116a.wav,,,queue
desed_alarm_bell_fc42e9a7,alarm_bell,0,0.538,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_fc42e9a7.wav,ok,,sample
desed_alarm_bell_fe313670,alarm_bell,0.59,1.969,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_fe313670.wav,,,queue
desed_alarm_bell_ffbbde52,alarm_bell,0.0,0.316,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\desed_alarm_bell_ffbbde52.wav,,,queue
esc50_alarm_bell_1ccb7137,alarm_bell,0.269,3.244,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_1ccb7137.wav,,,queue
esc50_alarm_bell_218a6463,alarm_bell,3.463,4.521,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_218a6463.wav,,,queue
esc50_alarm_bell_2212340e,alarm_bell,1.866,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_2212340e.wav,,,queue
esc50_alarm_bell_2e28b25e,alarm_bell,2.505,3.563,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_2e28b25e.wav,,,queue
esc50_alarm_bell_403a522c,alarm_bell,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_403a522c.wav,,,queue
esc50_alarm_bell_44316710,alarm_bell,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_44316710.wav,,,queue
esc50_alarm_bell_49223fa4,alarm_bell,0,3.244,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_49223fa4.wav,ok,,sample
esc50_alarm_bell_495ea115,alarm_bell,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_495ea115.wav,,,queue
esc50_alarm_bell_9a8b1499,alarm_bell,0,5,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_9a8b1499.wav,ok,,sample
esc50_alarm_bell_9e45012b,alarm_bell,0.269,2.924,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_9e45012b.wav,,,queue
esc50_alarm_bell_a0664359,alarm_bell,0.0,4.521,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_a0664359.wav,,,queue
esc50_alarm_bell_ae91dd8b,alarm_bell,0.0,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_ae91dd8b.wav,,,queue
esc50_alarm_bell_af64f859,alarm_bell,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_af64f859.wav,,,queue
esc50_alarm_bell_b13da802,alarm_bell,0.0,3.244,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_b13da802.wav,,,queue
esc50_alarm_bell_b863f411,alarm_bell,0.0,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_b863f411.wav,,,queue
esc50_alarm_bell_b8b67daf,alarm_bell,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_b8b67daf.wav,,,queue
esc50_alarm_bell_be37da47,alarm_bell,0,5,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_be37da47.wav,ok,,sample
esc50_alarm_bell_c2605d58,alarm_bell,2.824,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_c2605d58.wav,,,queue
esc50_alarm_bell_c6a4d689,alarm_bell,1.866,2.924,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_c6a4d689.wav,,,queue
esc50_alarm_bell_cb564046,alarm_bell,2.186,3.563,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_cb564046.wav,ok,,sample
esc50_alarm_bell_cf3361dd,alarm_bell,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_cf3361dd.wav,,,queue
esc50_alarm_bell_da6a7b9e,alarm_bell,1.227,2.605,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_da6a7b9e.wav,,,queue
esc50_alarm_bell_db92bfce,alarm_bell,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_db92bfce.wav,,,queue
esc50_alarm_bell_ea7a0ee2,alarm_bell,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_ea7a0ee2.wav,,,queue
esc50_alarm_bell_ebb61152,alarm_bell,0.0,5.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_ebb61152.wav,,,queue
esc50_alarm_bell_ecb38a81,alarm_bell,2.505,4.521,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\esc50_alarm_bell_ecb38a81.wav,,,queue
fsd50k_alarm_bell_02c1e0e6,alarm_bell,0.27,1.328,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_02c1e0e6.wav,,,queue
fsd50k_alarm_bell_0459e305,alarm_bell,0,5.956,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_0459e305.wav,ok,,sample
fsd50k_alarm_bell_050b9982,alarm_bell,0,1.105,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_050b9982.wav,ok,,sample
fsd50k_alarm_bell_086de703,alarm_bell,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_086de703.wav,,,queue
fsd50k_alarm_bell_08c32526,alarm_bell,0.27,1.649,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_08c32526.wav,,,queue
fsd50k_alarm_bell_09d8215b,alarm_bell,5.388,7.407,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_09d8215b.wav,,,queue
fsd50k_alarm_bell_10e149f9,alarm_bell,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_10e149f9.wav,,,queue
fsd50k_alarm_bell_142fa174,alarm_bell,3.467,4.526,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_142fa174.wav,,,queue
fsd50k_alarm_bell_16269762,alarm_bell,0.588,1.685,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_16269762.wav,,,queue
fsd50k_alarm_bell_177d6683,alarm_bell,0.0,1.006,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_177d6683.wav,,,queue
fsd50k_alarm_bell_19fc3d33,alarm_bell,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_19fc3d33.wav,,,queue
fsd50k_alarm_bell_1e68d9c1,alarm_bell,0,0.689,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_1e68d9c1.wav,ok,,sample
fsd50k_alarm_bell_1e91d671,alarm_bell,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_1e91d671.wav,,,queue
fsd50k_alarm_bell_1f1c8dd7,alarm_bell,0.269,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\alarm_bell\fsd50k_alarm_bell_1f1c8dd7.wav,,,queue
